timestamp,UV index,insolation,rainfall,airTemp,airDensity,windSpeed
20151204 20:30,0,0,9,10,1.27,5
20151204 21:00,0,0,9,10,1.27,5
20151204 21:30,0,0,9,10,1.27,5
20151204 22:00,0,0,9,10,1.27,5
20151204 22:30,0,0,9,10,1.27,5
20151204 23:00,0,0,9,10,1.27,5
20151204 23:30,0,0,9,10,1.27,5
20151205 00:00,0,0,5,10,1.27,5
20151205 00:30,0,0,5,10,1.27,5
20151205 01:00,0,0,5,10,1.27,5
20151205 01:30,0,0,5,10,1.27,5
20151205 02:00,0,0,5,10,1.27,5
20151205 02:30,0,0,5,10,1.27,5
20151205 03:00,0,0,5,10,1.27,5
20151205 03:30,0,0,5.5,10,1.27,5
20151205 04:00,0,0,6,10,1.27,5
20151205 04:30,0,0,6.5,10,1.27,5
20151205 05:00,0,0,7,10,1.27,5
20151205 05:30,0,0,7.5,10,1.27,5
20151205 06:00,0,0,8,10,1.27,5
20151205 06:30,0.2,6,8.2,10,1.27,5
20151205 07:00,0.3,9,8.3,10,1.27,5
20151205 07:30,0.5,15,8.5,10,1.27,5
20151205 08:00,0.7,21,8.7,10,1.27,5
20151205 08:30,0.8,24,8.8,10,1.27,5
20151205 09:00,1,30,9,10,1.27,5
20151205 09:30,1,30,8.8,10.2,1.27,5
20151205 10:00,1,30,8.7,10.3,1.27,5
20151205 10:30,1,30,8.5,10.5,1.27,5
20151205 11:00,1,30,8.3,10.7,1.27,5
20151205 11:30,1,30,8.2,10.8,1.27,5
20151205 12:00,1,30,8,11,1.27,5
20151205 12:30,1,30,8,11,1.27,5
20151205 13:00,1,30,8,11,1.27,5
20151205 13:30,1,30,8,11,1.27,5
20151205 14:00,1,30,8,11,1.27,5
20151205 14:30,1,30,8,11,1.27,5
20151205 15:00,1,30,8,11,1.27,5
20151205 15:30,0.8,24,7.5,10.8,1.27,5
20151205 16:00,0.7,21,7,10.7,1.27,5
20151205 16:30,0.5,15,6.5,10.5,1.27,5
20151205 17:00,0.3,9,6,10.3,1.27,5
20151205 17:30,0.2,6,5.5,10.2,1.27,5
20151205 18:00,0,0,5,10,1.27,5
20151205 18:30,0,0,5.7,10,1.27,5
20151205 19:00,0,0,6.3,10,1.27,5
20151205 19:30,0,0,7,10,1.27,5
20151205 20:00,0,0,7.7,10,1.27,5
20151205 20:30,0,0,8.3,10,1.27,5
20151205 21:00,0,0,9,10,1.27,5
20151205 21:30,0,0,9.3,10.2,1.27,5
20151205 22:00,0,0,9.7,10.3,1.27,5
20151205 22:30,0,0,10,10.5,1.27,5
20151205 23:00,0,0,10.3,10.7,1.27,5
20151205 23:30,0,0,10.7,10.8,1.27,5
20151206 00:00,0,0,3,11,1.27,5
20151206 00:30,0,0,3.5,11,1.27,5
20151206 01:00,0,0,4,11,1.27,5
20151206 01:30,0,0,4.5,11,1.27,5
20151206 02:00,0,0,5,11,1.27,5
20151206 02:30,0,0,5.5,11,1.27,5
20151206 03:00,0,0,6,11,1.27,5
20151206 03:30,0,0,14.3,11.2,1.27,5
20151206 04:00,0,0,22.7,11.3,1.27,5
20151206 04:30,0,0,31,11.5,1.27,5
20151206 05:00,0,0,39.3,11.7,1.27,5
20151206 05:30,0,0,47.7,11.8,1.27,5
20151206 06:00,0,0,56,12,1.27,5
20151206 06:30,0.2,6,55,12,1.27,5
20151206 07:00,0.3,9,54,12,1.27,5
20151206 07:30,0.5,15,53,12,1.27,5
20151206 08:00,0.7,21,52,12,1.27,5
20151206 08:30,0.8,24,51,12,1.27,5
20151206 09:00,1,30,50,12,1.27,5
20151206 09:30,1,30,43.2,12.2,1.27,5
20151206 10:00,1,30,36.3,12.3,1.27,5
20151206 10:30,1,30,29.5,12.5,1.27,5
20151206 11:00,1,30,22.7,12.7,1.27,5
20151206 11:30,1,30,15.8,12.8,1.27,5
20151206 12:00,1,30,9,13,1.27,5
20151206 12:30,1,30,8.2,12.8,1.27,5
20151206 13:00,1,30,7.3,12.7,1.27,5
20151206 13:30,1,30,6.5,12.5,1.27,5
20151206 14:00,1,30,5.7,12.3,1.27,5
20151206 14:30,1,30,4.8,12.2,1.27,5
20151206 15:00,1,30,4,12,1.27,5
20151206 15:30,0.8,24,4.8,11.8,1.27,5
20151206 16:00,0.7,21,5.7,11.7,1.27,5
20151206 16:30,0.5,15,6.5,11.5,1.27,5
20151206 17:00,0.3,9,7.3,11.3,1.27,5
20151206 17:30,0.2,6,8.2,11.2,1.27,5
20151206 18:00,0,0,9,11,1.27,5
20151206 18:30,0,0,22,11,1.27,5
20151206 19:00,0,0,35,11,1.27,5
20151206 19:30,0,0,48,11,1.27,5
20151206 20:00,0,0,61,11,1.27,5
20151206 20:30,0,0,74,11,1.27,5
20151206 21:00,0,0,87,11,1.27,5
20151206 21:30,0,0,81.2,11,1.27,5
20151206 22:00,0,0,75.3,11,1.27,5
20151206 22:30,0,0,69.5,11,1.27,5
20151206 23:00,0,0,63.7,11,1.27,5
20151206 23:30,0,0,57.8,11,1.27,5
20151207 00:00,0,0,62,12,1.27,5
20151207 00:30,0,0,54.2,12,1.27,5
20151207 01:00,0,0,46.3,12,1.27,5
20151207 01:30,0,0,38.5,12,1.27,5
20151207 02:00,0,0,30.7,12,1.27,5
20151207 02:30,0,0,22.8,12,1.27,5
20151207 03:00,0,0,9,12,1.27,5
20151207 03:30,0,0,9.5,12,1.27,5
20151207 04:00,0,0,10,12,1.27,5
20151207 04:30,0,0,10.5,12,1.27,5
20151207 05:00,0,0,11,12,1.27,5
20151207 05:30,0,0,11.5,12,1.27,5
20151207 06:00,0,0,12,12,1.27,5
20151207 06:30,0.2,6,12.2,12.2,1.27,5
20151207 07:00,0.3,9,12.3,12.3,1.27,5
20151207 07:30,0.5,15,12.5,12.5,1.27,5
20151207 08:00,0.7,21,12.7,12.7,1.27,5
20151207 08:30,0.8,24,12.8,12.8,1.27,5
20151207 09:00,1,30,13,13,1.27,5
20151207 09:30,1,30,11.7,13,1.27,5
20151207 10:00,1,30,10.3,13,1.27,5
20151207 10:30,1,30,9,13,1.27,5
20151207 11:00,1,30,7.7,13,1.27,5
20151207 11:30,1,30,6.3,13,1.27,5
20151207 12:00,1,30,5,13,1.27,5
20151207 12:30,1,30,4.3,12.8,1.27,5
20151207 13:00,1,30,3.7,12.7,1.27,5
20151207 13:30,1,30,3,12.5,1.27,5
20151207 14:00,1,30,2.3,12.3,1.27,5
20151207 14:30,1,30,1.7,12.2,1.27,5
20151207 15:00,1,30,1,12,1.27,5
20151207 15:30,0.8,24,1.5,11.7,1.27,5
20151207 16:00,0.7,21,2,11.3,1.27,5
20151207 16:30,0.5,15,2.5,11,1.27,5
20151207 17:00,0.3,9,3,10.7,1.27,5
20151207 17:30,0.2,6,3.5,10.3,1.27,5
20151207 18:00,0,0,4,10,1.27,5
20151207 18:30,0,0,4.7,10.2,1.27,5
20151207 19:00,0,0,5.3,10.3,1.27,5
20151207 19:30,0,0,6,10.5,1.27,5
20151207 20:00,0,0,6.7,10.7,1.27,5
20151207 20:30,0,0,7.3,10.8,1.27,5
20151207 21:00,0,0,8,11,1.27,5
20151207 21:30,0,0,20.3,11,1.27,5
20151207 22:00,0,0,32.7,11,1.27,5
20151207 22:30,0,0,45,11,1.27,5
20151207 23:00,0,0,57.3,11,1.27,5
20151207 23:30,0,0,69.7,11,1.27,5
20151208 00:00,0,0,50,11,1.27,5
20151208 00:30,0,0,56.5,11.2,1.27,5
20151208 01:00,0,0,63,11.3,1.27,5
20151208 01:30,0,0,69.5,11.5,1.27,5
20151208 02:00,0,0,76,11.7,1.27,5
20151208 02:30,0,0,82.5,11.8,1.27,5
20151208 03:00,0,0,89,12,1.27,5
20151208 03:30,0,0,58.2,12,1.27,5
20151208 04:00,0,0,50.3,12,1.27,5
20151208 04:30,0,0,42.5,12,1.27,5
20151208 05:00,0,0,34.7,12,1.27,5
20151208 05:30,0,0,26.8,12,1.27,5
20151208 06:00,0,0,19,12,1.27,5
20151208 06:30,0.2,6,17.7,11.8,1.27,5
20151208 07:00,0.3,9,16.3,11.7,1.27,5
20151208 07:30,0.5,15,15,11.5,1.27,5
20151208 08:00,0.7,21,13.7,11.3,1.27,5
20151208 08:30,0.8,24,12.3,11.2,1.27,5
20151208 09:00,1,30,11,11,1.27,5
20151208 09:30,1,30,14.8,11,1.27,5
20151208 10:00,1,30,18.7,11,1.27,5
20151208 10:30,1,30,22.5,11,1.27,5
20151208 11:00,1,30,26.3,11,1.27,5
20151208 11:30,1,30,30.2,11,1.27,5
20151208 12:00,1,30,34,11,1.27,5
20151208 12:30,1,30,34.8,10.8,1.27,5
20151208 13:00,1,30,35.7,10.7,1.27,5
20151208 13:30,1,30,36.5,10.5,1.27,5
20151208 14:00,1,30,37.3,10.3,1.27,5
20151208 14:30,1,30,38.2,10.2,1.27,5
20151208 15:00,1,30,39,10,1.27,5
20151208 15:30,0.8,24,33.2,9.5,1.27,5
20151208 16:00,0.7,21,27.3,9,1.27,5
20151208 16:30,0.5,15,21.5,8.5,1.27,5
20151208 17:00,0.3,9,15.7,8,1.27,5
20151208 17:30,0.2,6,9.8,7.5,1.27,5
20151208 18:00,0,0,4,7,1.27,5
20151208 18:30,0,0,3.8,6.8,1.27,5
20151208 19:00,0,0,3.7,6.7,1.27,5
20151208 19:30,0,0,3.5,6.5,1.27,5
20151208 20:00,0,0,3.3,6.3,1.27,5
20151208 20:30,0,0,3.2,6.2,1.27,5
20151208 21:00,0,0,3,6,1.27,5
20151208 21:30,0,0,2.5,5.8,1.27,5
20151208 22:00,0,0,2,5.7,1.27,5
20151208 22:30,0,0,1.5,5.5,1.27,5
20151208 23:00,0,0,1,5.3,1.27,5
20151208 23:30,0,0,0.5,5.2,1.27,5
20151209 00:00,0,0,1,6,1.27,5
20151209 00:30,0,0,1,5.8,1.27,5
20151209 01:00,0,0,1,5.7,1.27,5
20151209 01:30,0,0,1,5.5,1.27,5
20151209 02:00,0,0,1,5.3,1.27,5
20151209 02:30,0,0,1,5.2,1.27,5
20151209 03:00,0,0,1,5,1.27,5
20151209 03:30,0,0,1,5,1.27,5
20151209 04:00,0,0,1,5,1.27,5
20151209 04:30,0,0,1,5,1.27,5
20151209 05:00,0,0,1,5,1.27,5
20151209 05:30,0,0,1,5,1.27,5
20151209 06:00,0,0,1,5,1.27,5
20151209 06:30,0.2,6,1,5.2,1.27,5
20151209 07:00,0.3,9,1,5.3,1.27,5
20151209 07:30,0.5,15,1,5.5,1.27,5
20151209 08:00,0.7,21,1,5.7,1.27,5
20151209 08:30,0.8,24,1,5.8,1.27,5
20151209 09:00,1,30,1,6,1.27,5
20151209 09:30,1,30,1,6.7,1.27,5
20151209 10:00,1,30,1,7.3,1.27,5
20151209 10:30,1,30,1,8,1.27,5
20151209 11:00,1,30,1,8.7,1.27,5
20151209 11:30,1,30,1,9.3,1.27,5
20151209 12:00,1,30,1,10,1.27,5
20151209 12:30,1,30,1.5,10,1.27,5
20151209 13:00,1,30,2,10,1.27,5
20151209 13:30,1,30,2.5,10,1.27,5
20151209 14:00,1,30,3,10,1.27,5
20151209 14:30,1,30,3.5,10,1.27,5
20151209 15:00,1,30,4,10,1.27,5
20151209 15:30,0.8,24,4,10,1.27,5
20151209 16:00,0.7,21,4,10,1.27,5
20151209 16:30,0.5,15,4,10,1.27,5
20151209 17:00,0.3,9,4,10,1.27,5
20151209 17:30,0.2,6,4,10,1.27,5
20151209 18:00,0,0,4,10,1.27,5
20151209 18:30,0,0,4.2,10,1.27,5
20151209 19:00,0,0,4.3,10,1.27,5
20151209 19:30,0,0,4.5,10,1.27,5
20151209 20:00,0,0,4.7,10,1.27,5
20151209 20:30,0,0,4.8,10,1.27,5
20151209 21:00,0,0,5,10,1.27,5
20151209 21:30,0,0,4.8,9.8,1.27,5
20151209 22:00,0,0,4.7,9.7,1.27,5
20151209 22:30,0,0,4.5,9.5,1.27,5
20151209 23:00,0,0,4.3,9.3,1.27,5
20151209 23:30,0,0,4.2,9.2,1.27,5
20151210 00:00,0,0,4,10,1.27,5
20151210 00:30,0,0,3.8,10,1.27,5
20151210 01:00,0,0,3.7,10,1.27,5
20151210 01:30,0,0,3.5,10,1.27,5
20151210 02:00,0,0,3.3,10,1.27,5
20151210 02:30,0,0,3.2,10,1.27,5
20151210 03:00,0,0,3,10,1.27,5
20151210 03:30,0,0,10.3,10,1.27,5
20151210 04:00,0,0,17.7,10,1.27,5
20151210 04:30,0,0,25,10,1.27,5
20151210 05:00,0,0,32.3,10,1.27,5
20151210 05:30,0,0,39.7,10,1.27,5
20151210 06:00,0,0,47,10,1.27,5
20151210 06:30,0.2,6,54.2,9.8,1.27,5
20151210 07:00,0.3,9,61.3,9.7,1.27,5
20151210 07:30,0.5,15,68.5,9.5,1.27,5
20151210 08:00,0.7,21,75.7,9.3,1.27,5
20151210 08:30,0.8,24,82.8,9.2,1.27,5
20151210 09:00,1,30,90,9,1.27,5
20151210 09:30,1,30,90.2,9,1.27,5
20151210 10:00,1,30,90.3,9,1.27,5
20151210 10:30,1,30,90.5,9,1.27,5
20151210 11:00,1,30,90.7,9,1.27,5
20151210 11:30,1,30,90.8,9,1.27,5
20151210 12:00,1,30,91,9,1.27,5
20151210 12:30,1,30,91,9.2,1.27,5
20151210 13:00,1,30,91,9.3,1.27,5
20151210 13:30,1,30,91,9.5,1.27,5
20151210 14:00,1,30,91,9.7,1.27,5
20151210 14:30,1,30,91,9.8,1.27,5
20151210 15:00,1,30,91,10,1.27,5
20151210 15:30,0.8,24,90.8,9.8,1.27,5
20151210 16:00,0.7,21,90.7,9.7,1.27,5
20151210 16:30,0.5,15,90.5,9.5,1.27,5
20151210 17:00,0.3,9,90.3,9.3,1.27,5
20151210 17:30,0.2,6,90.2,9.2,1.27,5
20151210 18:00,0,0,90,9,1.27,5
20151210 18:30,0,0,84.8,8.8,1.27,5
20151210 19:00,0,0,79.7,8.7,1.27,5
20151210 19:30,0,0,74.5,8.5,1.27,5
20151210 20:00,0,0,69.3,8.3,1.27,5
20151210 20:30,0,0,64.2,8.2,1.27,5
20151210 21:00,0,0,59,8,1.27,5
20151210 21:30,0,0,52,7.8,1.27,5
20151210 22:00,0,0,45,7.7,1.27,5
20151210 22:30,0,0,38,7.5,1.27,5
20151210 23:00,0,0,31,7.3,1.27,5
20151210 23:30,0,0,24,7.2,1.27,5
20151211 00:00,0,0,7,8,1.27,5
20151211 00:30,0,0,12.3,8,1.27,5
20151211 01:00,0,0,17.7,8,1.27,5
20151211 01:30,0,0,23,8,1.27,5
20151211 02:00,0,0,28.3,8,1.27,5
20151211 02:30,0,0,33.7,8,1.27,5
20151211 03:00,0,0,39,8,1.27,5
20151211 03:30,0,0,34.2,7.8,1.27,5
20151211 04:00,0,0,29.3,7.7,1.27,5
20151211 04:30,0,0,24.5,7.5,1.27,5
20151211 05:00,0,0,19.7,7.3,1.27,5
20151211 05:30,0,0,14.8,7.2,1.27,5
20151211 06:00,0,0,10,7,1.27,5
20151211 06:30,0.2,6,10.5,7,1.27,5
20151211 07:00,0.3,9,11,7,1.27,5
20151211 07:30,0.5,15,11.5,7,1.27,5
20151211 08:00,0.7,21,12,7,1.27,5
20151211 08:30,0.8,24,12.5,7,1.27,5
20151211 09:00,1,30,13,7,1.27,5
20151211 09:30,1,30,23.7,7,1.27,5
20151211 10:00,1,30,34.3,7,1.27,5
20151211 10:30,1,30,45,7,1.27,5
20151211 11:00,1,30,55.7,7,1.27,5
20151211 11:30,1,30,66.3,7,1.27,5
20151211 12:00,1,30,77,7,1.27,5
20151211 12:30,1,30,65,7,1.27,5
20151211 13:00,1,30,53,7,1.27,5
20151211 13:30,1,30,41,7,1.27,5
20151211 14:00,1,30,29,7,1.27,5
20151211 14:30,1,30,17,7,1.27,5
20151211 15:00,1,30,5,7,1.27,5
20151211 15:30,0.8,24,4.3,6.7,1.27,5
20151211 16:00,0.7,21,3.7,6.3,1.27,5
20151211 16:30,0.5,15,3,6,1.27,5
20151211 17:00,0.3,9,2.3,5.7,1.27,5
20151211 17:30,0.2,6,1.7,5.3,1.27,5
20151211 18:00,0,0,1,5,1.27,5
20151211 18:30,0,0,1,5,1.27,5
20151211 19:00,0,0,1,5,1.27,5
20151211 19:30,0,0,1,5,1.27,5
20151211 20:00,0,0,1,5,1.27,5
20151211 20:30,0,0,1,5,1.27,5
20151211 21:00,0,0,1,5,1.27,5
20151211 21:30,0,0,2,5,1.27,5
20151211 22:00,0,0,3,5,1.27,5
20151211 22:30,0,0,4,5,1.27,5
20151211 23:00,0,0,5,5,1.27,5
20151211 23:30,0,0,6,5,1.27,5
20151212 00:00,0,0,7,5,1.27,5
20151212 00:30,0,0,9.3,5.2,1.27,5
20151212 01:00,0,0,11.7,5.3,1.27,5
20151212 01:30,0,0,14,5.5,1.27,5
20151212 02:00,0,0,16.3,5.7,1.27,5
20151212 02:30,0,0,18.7,5.8,1.27,5
20151212 03:00,0,0,21,6,1.27,5
20151212 03:30,0,0,32.5,6,1.27,5
20151212 04:00,0,0,44,6,1.27,5
20151212 04:30,0,0,55.5,6,1.27,5
20151212 05:00,0,0,67,6,1.27,5
20151212 05:30,0,0,78.5,6,1.27,5
20151212 06:00,0,0,90,6,1.27,5
20151212 06:30,0.2,6,90.3,6.3,1.27,5
20151212 07:00,0.3,9,90.7,6.7,1.27,5
20151212 07:30,0.5,15,91,7,1.27,5
20151212 08:00,0.7,21,91.3,7.3,1.27,5
20151212 08:30,0.8,24,91.7,7.7,1.27,5
20151212 09:00,1,30,92,8,1.27,5
20151212 09:30,1,30,91.8,8.5,1.27,5
20151212 10:00,1,30,91.7,9,1.27,5
20151212 10:30,1,30,91.5,9.5,1.27,5
20151212 11:00,1,30,91.3,10,1.27,5
20151212 11:30,1,30,91.2,10.5,1.27,5
20151212 12:00,1,30,91,11,1.27,5
20151212 12:30,1,30,91,11,1.27,5
20151212 13:00,1,30,91,11,1.27,5
20151212 13:30,1,30,91,11,1.27,5
20151212 14:00,1,30,91,11,1.27,5
20151212 14:30,1,30,91,11,1.27,5
20151212 15:00,1,30,91,11,1.27,5
20151212 15:30,0.8,24,89.2,11,1.27,5
20151212 16:00,0.7,21,87.3,11,1.27,5
20151212 16:30,0.5,15,85.5,11,1.27,5
20151212 17:00,0.3,9,83.7,11,1.27,5
20151212 17:30,0.2,6,81.8,11,1.27,5
20151212 18:00,0,0,80,11,1.27,5
20151212 18:30,0,0,79.7,10.5,1.27,5
20151212 19:00,0,0,79.3,10,1.27,5
20151212 19:30,0,0,79,9.5,1.27,5
20151212 20:00,0,0,78.7,9,1.27,5
20151212 20:30,0,0,78.3,8.5,1.27,5
20151212 21:00,0,0,78,8,1.27,5
20151212 21:30,0,0,79.2,7.7,1.27,5
20151212 22:00,0,0,80.3,7.3,1.27,5
20151212 22:30,0,0,81.5,7,1.27,5
20151212 23:00,0,0,82.7,6.7,1.27,5
20151212 23:30,0,0,83.8,6.3,1.27,5
20151213 00:00,0,0,92,9,1.27,5
20151213 00:30,0,0,91.3,8.5,1.27,5
20151213 01:00,0,0,90.7,8,1.27,5
20151213 01:30,0,0,90,7.5,1.27,5
20151213 02:00,0,0,89.3,7,1.27,5
20151213 02:30,0,0,88.7,6.5,1.27,5
20151213 03:00,0,0,88,6,1.27,5
20151213 03:30,0,0,86.3,6,1.27,5
20151213 04:00,0,0,84.7,6,1.27,5
20151213 04:30,0,0,83,6,1.27,5
20151213 05:00,0,0,81.3,6,1.27,5
20151213 05:30,0,0,79.7,6,1.27,5
20151213 06:00,0,0,78,6,1.27,5
20151213 06:30,0.2,6,74.2,6,1.27,5
20151213 07:00,0.3,9,70.3,6,1.27,5
20151213 07:30,0.5,15,66.5,6,1.27,5
20151213 08:00,0.7,21,62.7,6,1.27,5
20151213 08:30,0.8,24,58.8,6,1.27,5
20151213 09:00,1,30,55,6,1.27,5
20151213 09:30,1,30,52.8,6.2,1.27,5
20151213 10:00,1,30,50.7,6.3,1.27,5
20151213 10:30,1,30,48.5,6.5,1.27,5
20151213 11:00,1,30,46.3,6.7,1.27,5
20151213 11:30,1,30,44.2,6.8,1.27,5
20151213 12:00,1,30,42,7,1.27,5
20151213 12:30,1,30,37.3,7.2,1.27,5
20151213 13:00,1,30,32.7,7.3,1.27,5
20151213 13:30,1,30,28,7.5,1.27,5
20151213 14:00,1,30,23.3,7.7,1.27,5
20151213 14:30,1,30,18.7,7.8,1.27,5
20151213 15:00,1,30,14,8,1.27,5
20151213 15:30,0.8,24,14.8,8,1.27,5
20151213 16:00,0.7,21,15.7,8,1.27,5
20151213 16:30,0.5,15,16.5,8,1.27,5
20151213 17:00,0.3,9,17.3,8,1.27,5
20151213 17:30,0.2,6,18.2,8,1.27,5
20151213 18:00,0,0,19,8,1.27,5
20151213 18:30,0,0,17.5,8.2,1.27,5
20151213 19:00,0,0,16,8.3,1.27,5
20151213 19:30,0,0,14.5,8.5,1.27,5
20151213 20:00,0,0,13,8.7,1.27,5
20151213 20:30,0,0,11.5,8.8,1.27,5
20151213 21:00,0,0,10,9,1.27,5
20151213 21:30,0,0,10.3,8.8,1.27,5
20151213 22:00,0,0,10.7,8.7,1.27,5
20151213 22:30,0,0,11,8.5,1.27,5
20151213 23:00,0,0,11.3,8.3,1.27,5
20151213 23:30,0,0,11.7,8.2,1.27,5
20151214 00:00,0,0,10,8,1.27,5
20151214 00:30,0,0,10,8,1.27,5
20151214 01:00,0,0,10,8,1.27,5
20151214 01:30,0,0,10,8,1.27,5
20151214 02:00,0,0,10,8,1.27,5
20151214 02:30,0,0,10,8,1.27,5
20151214 03:00,0,0,10,8,1.27,5
20151214 03:30,0,0,10,8,1.27,5
20151214 04:00,0,0,10,8,1.27,5
20151214 04:30,0,0,10,8,1.27,5
20151214 05:00,0,0,10,8,1.27,5
20151214 05:30,0,0,10,8,1.27,5
20151214 06:00,0,0,10,8,1.27,5
20151214 06:30,0.2,6,10.2,8,1.27,5
20151214 07:00,0.3,9,10.3,8,1.27,5
20151214 07:30,0.5,15,10.5,8,1.27,5
20151214 08:00,0.7,21,10.7,8,1.27,5
20151214 08:30,0.8,24,10.8,8,1.27,5
20151214 09:00,1,30,11,8,1.27,5
20151214 09:30,1,30,11,8,1.27,5
20151214 10:00,1,30,11,8,1.27,5
20151214 10:30,1,30,11,8,1.27,5
20151214 11:00,1,30,11,8,1.27,5
20151214 11:30,1,30,11,8,1.27,5
20151214 12:00,1,30,11,8,1.27,5
20151214 12:30,1,30,23.5,8.2,1.27,5
20151214 13:00,1,30,36,8.3,1.27,5
20151214 13:30,1,30,48.5,8.5,1.27,5
20151214 14:00,1,30,61,8.7,1.27,5
20151214 14:30,1,30,73.5,8.8,1.27,5
20151214 15:00,1,30,86,9,1.27,5
20151214 15:30,0.8,24,86.3,8.8,1.27,5
20151214 16:00,0.7,21,86.7,8.7,1.27,5
20151214 16:30,0.5,15,87,8.5,1.27,5
20151214 17:00,0.3,9,87.3,8.3,1.27,5
20151214 17:30,0.2,6,87.7,8.2,1.27,5
20151214 18:00,0,0,88,8,1.27,5
20151214 18:30,0,0,76.3,8,1.27,5
20151214 19:00,0,0,64.7,8,1.27,5
20151214 19:30,0,0,53,8,1.27,5
20151214 20:00,0,0,41.3,8,1.27,5
20151214 20:30,0,0,29.7,8,1.27,5
20151214 21:00,0,0,18,8,1.27,5
20151214 21:30,0,0,17.3,8.2,1.27,5
20151214 22:00,0,0,16.7,8.3,1.27,5
20151214 22:30,0,0,16,8.5,1.27,5
20151214 23:00,0,0,15.3,8.7,1.27,5
20151214 23:30,0,0,14.7,8.8,1.27,5
20151215 00:00,0,0,9,9,1.27,5
20151215 00:30,0,0,9,9,1.27,5
20151215 01:00,0,0,9,9,1.27,5
20151215 01:30,0,0,9,9,1.27,5
20151215 02:00,0,0,9,9,1.27,5
20151215 02:30,0,0,9,9,1.27,5
20151215 03:00,0,0,9,9,1.27,5
20151215 03:30,0,0,8.5,9,1.27,5
20151215 04:00,0,0,8,9,1.27,5
20151215 04:30,0,0,7.5,9,1.27,5
20151215 05:00,0,0,7,9,1.27,5
20151215 05:30,0,0,6.5,9,1.27,5
20151215 06:00,0,0,6,9,1.27,5
20151215 06:30,0.2,6,6.7,9,1.27,5
20151215 07:00,0.3,9,7.3,9,1.27,5
20151215 07:30,0.5,15,8,9,1.27,5
20151215 08:00,0.7,21,8.7,9,1.27,5
20151215 08:30,0.8,24,9.3,9,1.27,5
20151215 09:00,1,30,10,9,1.27,5
20151215 09:30,1,30,13.8,9.2,1.27,5
20151215 10:00,1,30,17.7,9.3,1.27,5
20151215 10:30,1,30,21.5,9.5,1.27,5
20151215 11:00,1,30,25.3,9.7,1.27,5
20151215 11:30,1,30,29.2,9.8,1.27,5
20151215 12:00,1,30,33,10,1.27,5
20151215 12:30,1,30,43.7,10,1.27,5
20151215 13:00,1,30,54.3,10,1.27,5
20151215 13:30,1,30,65,10,1.27,5
20151215 14:00,1,30,75.7,10,1.27,5
20151215 14:30,1,30,86.3,10,1.27,5
20151215 15:00,1,30,97,10,1.27,5
20151215 15:30,0.8,24,94.8,10.2,1.27,5
20151215 16:00,0.7,21,92.7,10.3,1.27,5
20151215 16:30,0.5,15,90.5,10.5,1.27,5
20151215 17:00,0.3,9,88.3,10.7,1.27,5
20151215 17:30,0.2,6,86.2,10.8,1.27,5
20151215 18:00,0,0,84,11,1.27,5
20151215 18:30,0,0,78.5,11.3,1.27,5
20151215 19:00,0,0,73,11.7,1.27,5
20151215 19:30,0,0,67.5,12,1.27,5
20151215 20:00,0,0,62,12.3,1.27,5
20151215 20:30,0,0,56.5,12.7,1.27,5
20151215 21:00,0,0,51,13,1.27,5
20151215 21:30,0,0,57.3,13,1.27,5
20151215 22:00,0,0,63.7,13,1.27,5
20151215 22:30,0,0,70,13,1.27,5
20151215 23:00,0,0,76.3,13,1.27,5
20151215 23:30,0,0,82.7,13,1.27,5
20151216 00:00,0,0,57,13,1.27,5
20151216 00:30,0,0,58.7,13,1.27,5
20151216 01:00,0,0,60.3,13,1.27,5
20151216 01:30,0,0,62,13,1.27,5
20151216 02:00,0,0,63.7,13,1.27,5
20151216 02:30,0,0,65.3,13,1.27,5
20151216 03:00,0,0,67,13,1.27,5
20151216 03:30,0,0,64.7,13,1.27,5
20151216 04:00,0,0,62.3,13,1.27,5
20151216 04:30,0,0,60,13,1.27,5
20151216 05:00,0,0,57.7,13,1.27,5
20151216 05:30,0,0,55.3,13,1.27,5
20151216 06:00,0,0,53,13,1.27,5
20151216 06:30,0.2,6,52.5,13,1.27,5
20151216 07:00,0.3,9,52,13,1.27,5
20151216 07:30,0.5,15,51.5,13,1.27,5
20151216 08:00,0.7,21,51,13,1.27,5
20151216 08:30,0.8,24,50.5,13,1.27,5
20151216 09:00,1,30,50,13,1.27,5
20151216 09:30,1,30,49.8,13,1.27,5
20151216 10:00,1,30,49.7,13,1.27,5
20151216 10:30,1,30,49.5,13,1.27,5
20151216 11:00,1,30,49.3,13,1.27,5
20151216 11:30,1,30,49.2,13,1.27,5
20151216 12:00,1,30,49,13,1.27,5
20151216 12:30,1,30,42.7,13.2,1.27,5
20151216 13:00,1,30,36.3,13.3,1.27,5
20151216 13:30,1,30,30,13.5,1.27,5
20151216 14:00,1,30,23.7,13.7,1.27,5
20151216 14:30,1,30,17.3,13.8,1.27,5
20151216 15:00,1,30,11,14,1.27,5
20151216 15:30,0.8,24,11.5,13.8,1.27,5
20151216 16:00,0.7,21,12,13.7,1.27,5
20151216 16:30,0.5,15,12.5,13.5,1.27,5
20151216 17:00,0.3,9,13,13.3,1.27,5
20151216 17:30,0.2,6,13.5,13.2,1.27,5
20151216 18:00,0,0,14,13,1.27,5
20151216 18:30,0,0,14.7,13,1.27,5
20151216 19:00,0,0,15.3,13,1.27,5
20151216 19:30,0,0,16,13,1.27,5
